species,study.id,preferred,type,genus,family,order,trophic.group,diet,diet.reference,latitude,longitude,study.location,sample.period,temperature.c,age.class,bodylength.metric,bodylength.mean.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.n,ln.bodylength,gutlength.mean.mm,ln.gutlength.mean,gutlength.sd,relativelength.min,relativelength.max,relativelength.mean,relativelength.sd,relativelength.n,ln.relativelength,reference,notes,,
Terapon_puta,10,Y,entire gut,Terapon,Terapontidae,Perciformes,carnivore,fish,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,109,109,109,,1,4.691347882,137.34,4.922459603,,,,1.26,,1,0.231111721,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Anoplarchus_purpurescens,23,Y,entire gut,Anoplarchus,Stichaeidae,Perciformes,carnivore,invertebrates and fish,same,35.7,-121.2,California,11-Nov,14.4,,standard,80.4,,,4.409081537,6,4.387014176,51.456,3.940727074,,,,0.64,0.073484692,6,-0.446287103,"German, D. P., Sung, A., Jhaveri, P., & Agnihotri, R. (2015). More than one way to be an herbivore: convergent evolution of herbivory using different digestive strategies in prickleback fishes (Stichaeidae). Zoology, 118(3), 161–170.",,,
Cebidichthys_violaceus,23,Y,entire gut,Cebidichthys,Stichaeidae,Perciformes,herbivore,macroalgae,same,35.7,-121.2,California,11-Nov,14.4,,standard,152.8,,,16.65653025,6,5.029129877,209.336,5.343940617,,,,1.37,0.073484692,6,0.31481074,"German, D. P., Sung, A., Jhaveri, P., & Agnihotri, R. (2015). More than one way to be an herbivore: convergent evolution of herbivory using different digestive strategies in prickleback fishes (Stichaeidae). Zoology, 118(3), 161–170.",,,
Phytichthys_chirus,23,Y,entire gut,Phytichthys,Stichaeidae,Perciformes,omnivore,omnivore,same,48.5,-123.1,Washington State USA,12-Jul,13.4,,standard,108.3,,,20.7,9,4.684905154,69.312,4.238618051,,,,0.64,0.03,9,-0.446287103,"German, D. P., Sung, A., Jhaveri, P., & Agnihotri, R. (2015). More than one way to be an herbivore: convergent evolution of herbivory using different digestive strategies in prickleback fishes (Stichaeidae). Zoology, 118(3), 161–170.",,,
Xiphister_atropurpureus,23,Y,entire gut,Xiphister,Stichaeidae,Perciformes,omnivore,omnivore,same,35.7,-121.2,California,11-Nov,14.4,,standard,183.5,,,15.92168333,6,5.212214667,152.305,5.025885089,,,,0.83,0.09797959,6,-0.186329578,"German, D. P., Sung, A., Jhaveri, P., & Agnihotri, R. (2015). More than one way to be an herbivore: convergent evolution of herbivory using different digestive strategies in prickleback fishes (Stichaeidae). Zoology, 118(3), 161–170.",,,
Xiphister_mucosus,23,Y,entire gut,Xiphister,Stichaeidae,Perciformes,herbivore,macroalgae,same,35.7,-121.2,California,11-Nov,14.4,,standard,160.9,,,28.65902999,6,5.080783054,188.253,5.237786803,,,,1.17,0.09797959,6,0.157003749,"German, D. P., Sung, A., Jhaveri, P., & Agnihotri, R. (2015). More than one way to be an herbivore: convergent evolution of herbivory using different digestive strategies in prickleback fishes (Stichaeidae). Zoology, 118(3), 161–170.",,,
Aidablennius_sphynx,41,Y,entire gut,Aidablennius,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,53,,,,13,3.970291914,55.12,4.009512627,,,,1.04,,13,0.039220713,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Coryphoblennius_galerita,41,Y,entire gut,Coryphoblennius,Blenniidae,Blenniiformes,herbivore,,,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,77,,,,15,4.343805422,94.71,4.550819591,,,,1.23,,15,0.207014169,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Lipophrys_trigloides,41,Y,entire gut,Lipophrys,Blenniidae,Blenniiformes,carnivore,invertebrates,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,97,,,,10,4.574710979,70.81,4.260000234,,,,0.73,,10,-0.314710745,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Microlipophrys_adriaticus,41,Y,entire gut,Microlipophrys,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,47,,,,10,3.850147602,25.38,3.233961462,,,,0.54,,10,-0.616186139,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Microlipophrys_canevae,41,Y,entire gut,Microlipophrys,Blenniidae,Blenniiformes,herbivore,,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,60,,,,10,4.094344562,57,4.043051268,,,,0.95,,10,-0.051293294,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Microlipophrys_dalmatinus,41,Y,entire gut,Microlipophrys,Blenniidae,Blenniiformes,carnivore,invertebrates,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,37,,,,10,3.610917913,18.13,2.897568025,,,,0.49,,10,-0.713349888,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Microlipophrys_nigriceps,41,Y,entire gut,Microlipophrys,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,40,,,,11,3.688879454,28,3.33220451,,,,0.7,,11,-0.356674944,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Parablennius_gattorugine,41,Y,entire gut,Parablennius,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,171,,,,10,5.141663557,203.49,5.315616864,,,,1.19,,10,0.173953307,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Parablennius_incognitus,41,Y,entire gut,Parablennius,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,64,,,,206,4.158883083,46.72,3.844172339,,,,0.73,,206,-0.314710745,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Parablennius_rouxi,41,Y,entire gut,Parablennius,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,67,,,,11,4.204692619,46.23,3.833628938,,,,0.69,,11,-0.371063681,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Parablennius_sanguinolentus,41,Y,entire gut,Parablennius,Blenniidae,Blenniiformes,herbivore,turf algae,"Zoufal, R., & Taborsky, M. (1991). Fish foraging periodicity correlates with daily changes of diet quality. Marine Biology, 108(2), 193–196. https://doi.org/10.1007/BF01344333",45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,155,,,,11,5.043425117,373.55,5.923051864,,,,2.41,,11,0.879626748,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Parablennius_tentacularis,41,Y,entire gut,Parablennius,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,87,,,,10,4.465908119,58.29,4.065430552,,,,0.67,,10,-0.400477567,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Parablennius_zvonimiri,41,Y,entire gut,Parablennius,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,67,,,,73,4.204692619,73.7,4.300002799,,,,1.1,,73,0.09531018,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Salaria_pavo,41,Y,entire gut,Salaria,Blenniidae,Blenniiformes,omnivore,omnivore,same,45.4,13.5,Adriatic Sea,1978-1982,17.2,,total,115,,,,10,4.744932128,71.3,4.266896327,,,,0.62,,10,-0.478035801,"Goldschmid, A., Kotrschal, K., & Wirtz, P. (1984). Food and gut length of 14 Adriatic blenniid fish (Blenniidae; Percomorpha; Teleostei). Zoologischer Anzeiger - A Journal of Comparative Zoology, 213, 145–150.",Changed to accepted name.,,
Amblygobius_byoensis,8,Y,intestine,Amblygobius,Gobiidae,Gobiiformes,herbivore,turf algae,same,-18.6,146.5,Orpheus Island Australia,November 1998 and June 1999,25.7,adult,total,60,50,70,,,4.094344562,60,4.094344562,,,,1,0.27,34,0,"Hernaman, V., Probert, P. K., & Robbins, W. D. (2009). Trophic ecology of coral reef gobies: Interspecific, ontogenetic, and seasonal comparison of diet and feeding intensity. Marine Biology, 156(3), 317–330.",Didn't report average length so took midpoint from range provided.  Results note that body size did not affect relative gut length.,,
Amblygobius_phalaena,8,N,intestine,Amblygobius,Gobiidae,Gobiiformes,herbivore,turf algae,same,-18.6,146.5,Orpheus Island Australia,November 1998 and June 1999,25.7,adult,total,70,60,80,,,4.248495242,63,4.143134726,,,,0.9,0.23,23,-0.105360516,"Hernaman, V., Probert, P. K., & Robbins, W. D. (2009). Trophic ecology of coral reef gobies: Interspecific, ontogenetic, and seasonal comparison of diet and feeding intensity. Marine Biology, 156(3), 317–330.",Didn't report average length so took midpoint from range provided.  Results note that body size did not affect relative gut length.,,
Istigobius_goldmanni,8,Y,intestine,Istigobius,Gobiidae,Gobiiformes,omnivore,omnivore,same,-18.6,146.5,Orpheus Island Australia,November 1998 and June 1999,25.7,adult,total,37.5,30,45,,,3.624340933,15,2.708050201,,,,0.4,0.07,31,-0.916290732,"Hernaman, V., Probert, P. K., & Robbins, W. D. (2009). Trophic ecology of coral reef gobies: Interspecific, ontogenetic, and seasonal comparison of diet and feeding intensity. Marine Biology, 156(3), 317–330.",Didn't report average length so took midpoint from range provided.  Results note that body size did not affect relative gut length.,,
Valenciennea_muralis,8,Y,intestine,Valenciennea,Gobiidae,Gobiiformes,carnivore,invertebrates,same,-18.6,146.5,Orpheus Island Australia,November 1998 and June 1999,25.7,adult,total,70,60,80,,,4.248495242,35,3.555348061,,,,0.5,0.12,23,-0.693147181,"Hernaman, V., Probert, P. K., & Robbins, W. D. (2009). Trophic ecology of coral reef gobies: Interspecific, ontogenetic, and seasonal comparison of diet and feeding intensity. Marine Biology, 156(3), 317–330.",Didn't report average length so took midpoint from range provided.  Results note that body size did not affect relative gut length.,,
Atherinops_affinis,6,Y,entire gut,Atherinops,Atherinopsidae,Atheriniformes,herbivore,macroalgae,same,33.6,-117.9,southern California USA,March 1998 to July 2003,16.2,adult,standard,127,97,165,18,49,4.844187086,181.61,5.201861531,,,,1.43,0.04,49,0.357674444,"Horn, M. H., Gawlicka, A. K., German, D. P., Logothetis, E. A., Cavanagh, J. W., & Boyle, K. S. (2006). Structure and function of the stomachless digestive system in three related species of New World silverside fishes (Atherinopsidae) representing herbivory, omnivory, and carnivory. Marine Biology, 149(5), 1237–1245.",,,
Atherinops_affinis,6,Y,entire gut,Atherinops,Atherinopsidae,Atheriniformes,carnivore,zooplankton,same,33.4,-118.5,southern California USA,March 1998 to July 2003,16,adult,standard,136,105,182,23,35,4.912654886,129.2,4.861361591,,,,0.95,0.03,35,-0.051293294,"Horn, M. H., Gawlicka, A. K., German, D. P., Logothetis, E. A., Cavanagh, J. W., & Boyle, K. S. (2006). Structure and function of the stomachless digestive system in three related species of New World silverside fishes (Atherinopsidae) representing herbivory, omnivory, and carnivory. Marine Biology, 149(5), 1237–1245.",,,
Atheronopsis_californiensis,6,Y,entire gut,Atheronopsis,Atherinopsidae,Atheriniformes,omnivore,omnivore,same,33.5,-117.9,southern California USA,March 1998 to July 2003,16.2,adult,standard,229,152,303,45,55,5.433722004,274.8,5.61604356,,,,1.2,0.03,55,0.182321557,"Horn, M. H., Gawlicka, A. K., German, D. P., Logothetis, E. A., Cavanagh, J. W., & Boyle, K. S. (2006). Structure and function of the stomachless digestive system in three related species of New World silverside fishes (Atherinopsidae) representing herbivory, omnivory, and carnivory. Marine Biology, 149(5), 1237–1245.",,,
Leuresthes_tenuis,6,Y,entire gut,Leuresthes,Atherinopsidae,Atheriniformes,carnivore,invertebrates,same,33.5,-117.7,southern California USA,March 1998 to July 2003,16.2,adult,standard,138,116,165,12,60,4.927253685,89.7,4.496470769,,,,0.65,0.02,60,-0.430782916,"Horn, M. H., Gawlicka, A. K., German, D. P., Logothetis, E. A., Cavanagh, J. W., & Boyle, K. S. (2006). Structure and function of the stomachless digestive system in three related species of New World silverside fishes (Atherinopsidae) representing herbivory, omnivory, and carnivory. Marine Biology, 149(5), 1237–1245.",,,
Girella_punctata,46,Y,intestine,Girella,Girellidae,Perciformes,omnivore,omnivore,same,32.2,130.2,Kuchinoerabu and Okinoshima Islands Japan,May to October 1990,19.6,,standard,270,243,297,,8,5.598421959,513,6.240275845,,,,1.9,,,0.641853886,"Kanda, M., & Yamaoka, K. (1995). Tooth and Gut Morphology in Relation To Feeding in Three Girellid Species (Perciformes, Girellidae) From Southern Japan. Netherlands Journal of Zoology, 45(3–4), 495–512.","Could only access preview of original paper, relative gut length reported in Kanda et al. 1997.  Took midpoint length as the mean length.",,
Girella_mezina,22,Y,intestine,Girella,Girellidae,Perciformes,herbivore,turf algae,"Kanda, M., & Yamaoka, K. (1995). Tooth and Gut Morphology in Relation To Feeding in Three Girellid Species (Perciformes, Girellidae) From Southern Japan. Netherlands Journal of Zoology, 45(3–4), 495–512.",28.3,128.8,Kuchinoerabu and Aka Island,July 1990  to June 1991,19.5,adult,standard,311.9,238.6,368.5,39.7,9,5.742682624,1559.5,7.352120536,,,,5,,9,1.609437912,"Kanda, M., & Yamaoka, K. (1997). Positional relationship between the ovary and intestine in Girella mezina (Perciformes, Girellidae). Ichthyological Research, 44(2), 316–318.",,,
Apogon_imberbis,36,Y,intestine,Apogon,Apogonidae,Kurtiformes,carnivore,invertebrates,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,95,80,110,,16,4.553876892,53.2,3.974058396,,,,0.56,,16,-0.579818495,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Belone_belone,36,Y,entire gut,Belone,Belonidae,Beloniformes,carnivore,invertebrates,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,403.5,272,535,,65,6.000176488,185.61,5.223647698,,,,0.46,,65,-0.776528789,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Blennius_ocellaris,36,Y,intestine,Blennius,Blenniidae,Blenniiformes,carnivore,invertebrates,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,100,70,130,,13,4.605170186,54,3.988984047,,,,0.54,,13,-0.616186139,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Micromesistius_poutassou,36,Y,intestine,Micromesistius,Blenniidae,Blenniiformes,carnivore,invertebrates and fish,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,113,92,134,,21,4.727387819,71.19,4.265352359,,,,0.63,,21,-0.46203546,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Parablennius_gattorugine,36,N,intestine,Parablennius,Blenniidae,Blenniiformes,herbivore,macroalgae,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,156.5,134,179,,4,5.05305601,125.2,4.829912459,,,,0.8,,4,-0.223143551,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Sardina_pilchardus,36,Y,intestine,Sardina,Blenniidae,Blenniiformes,herbivore,diatoms,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,123,79,167,,593,4.812184355,99.63,4.601463324,,,,0.81,,593,-0.210721031,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Arnoglossus_laterna,36,Y,intestine,Arnoglossus,Bothidae,Pleuronectiformes,carnivore,invertebrates and fish,"Pipitone, C. (n.d.). Diet and trophic level of scaldfish Arnoglossus laterna in the southern Tyrrhenian Sea (western Mediterranean): Contrasting trawled versus untrawled areas. Retrieved July 15, 2020, from https://core.ac.uk/reader/36169494",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,118.5,68,169,,90,4.774912961,36.735,3.603729979,,,,0.31,,90,-1.171182982,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Bothus_podas,36,Y,intestine,Bothus,Bothidae,Pleuronectiformes,carnivore,invertebrates,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,144.5,117,172,,15,4.973279508,85.255,4.445646765,,,,0.59,,15,-0.527632742,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Spicara_maena,36,Y,intestine,Spicara,Centracanthidae,Perciformes,carnivore,invertebrates and fish,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,148,94,202,,169,4.997212274,87.32,4.469579532,,,,0.59,,169,-0.527632742,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Spicara_smaris,36,Y,intestine,Spicara,Centracanthidae,Perciformes,carnivore,invertebrates,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,114.5,70,159,,58,4.740574823,64.12,4.160756328,,,,0.56,,58,-0.579818495,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Cepola_macrophthalma,36,Y,intestine,Cepola,Cepolidae,Perciformes,carnivore,invertebrates,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,341.5,134,549,,134,5.833347679,81.96,4.406231323,,,,0.24,,134,-1.427116356,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Citharus_linguatula,36,Y,intestine,Citharus,Citharidae,Pleuronectiformes,carnivore,invertebrates and fish,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,141,39,243,,57,4.94875989,36.66,3.601686242,,,,0.26,,57,-1.347073648,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Alosa_fallax,36,Y,intestine,Alosa,Clupeidae,Clupeiformes,carnivore,fish,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,261.5,150,373,,25,5.566434284,107.215,4.674836164,,,,0.41,,25,-0.891598119,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Sardinella_aurita,36,Y,intestine,Sardinella,Clupeidae,Clupeiformes,carnivore,zooplankton,"Lomiri, S., Scacco, U., Mostarda, E., & Andaloro, F. (2008). Size-related and temporal variation in the diet of the round sardinella, Sardinella aurita (Valenciennes, 1847), in the central Mediterranean Sea. Journal of Applied Ichthyology, 24(5), 539–545. https://doi.org/10.1111/j.1439-0426.2008.01083.x",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,156.5,84,229,,149,5.05305601,162.76,5.092276723,,,,1.04,,149,0.039220713,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Conger_conger,36,Y,intestine,Conger,Congridae,Anguilliformes,carnivore,invertebrates and fish,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,669.5,341,998,,24,6.506531165,187.46,5.233565489,,,,0.28,,24,-1.272965676,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Symphurus_nigrescens,36,Y,intestine,Symphurus,Cynoglossidae,Pleuronectiformes,carnivore,invertebrates,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,100.5,82,119,,6,4.610157727,30.15,3.406184923,,,,0.3,,6,-1.203972804,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Engraulis_encrasicolus,36,Y,intestine,Engraulis,Engraulidae,Clupeiformes,carnivore,zooplankton,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,139,116,162,,517,4.934473933,97.3,4.577798989,,,,0.7,,517,-0.356674944,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Trisopterus_minutus,36,Y,intestine,Trisopterus,Gadidae,Gadiformes,carnivore,invertebrates,"Stergiou, K. I., & Karpouzi, V. S. (2002). Feeding habits and trophic levels of Mediterranean fish. Reviews in Fish Biology and Fisheries, 11(3), 217–254. https://doi.org/10.1023/A:1020556722822",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,151,57,245,,89,5.017279837,80.03,4.382401564,,,,0.53,,89,-0.634878272,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
Lesueurigobius_suerii,36,Y,entire gut,Lesueurigobius,Gobiidae,Gobiiformes,carnivore,invertebrates,"Karachle, P. K. (2017). Diet composition and overlap for 43 fishes in the North Aegean Sea, Greece. Acta Adriatica?: International Journal of Marine Sciences, 58(1), 125–135. https://doi.org/10.32582/aa.58.1.10",40.6,25.1,North Aegean Sea,June 2001 to January 2006,19,,total,76,58,94,,134,4.33073334,29.64,3.3891248,,,,0.39,,134,-0.94160854,"Karachle, P. K., & Stergiou, K. I. (2010). Gut length for several marine fish: Relationships with body length and trophic implications. Marine Biodiversity Records, 3.","Reported length range only, took midpoint for mean.",,
