species,study.id,dataset.id,wild.lab,order,family,genus,trophic.group,latitude,longitude,study.location,diet,diet.details,temperature.c,temperature.variation,method,absorption.efficiency.n,component,absorption.efficiency,age.class,bodylength.metric,ln.bodylength,bodylength.avg.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.se.mm,bodylength.n,mass.avg.g,mass.sd.g,mass.min.g,mass.max.g,mass.n,reference,notes,more notes,
Cebidichthys_violaceus,31,31H,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Ulva lobata,15,0.5,marker,11,protein,0.768,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31G,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina canaliculata,15,0.5,marker,12,protein,0.777,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31C,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina leptorhynchos,15,0.5,marker,12,nitrogen,0.784,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31F,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Spongomorpha coalita,15,0.5,marker,10,protein,0.793,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31E,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Porphyra perforata,15,0.5,marker,8,protein,0.824,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31D,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,15,0.5,marker,12,nitrogen,0.825,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31D,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,15,0.5,marker,12,protein,0.825,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31A,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,15,0.5,marker,12,nitrogen,0.826,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31B,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Smithora naiadum,15,0.5,marker,5,nitrogen,0.836,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31C,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina leptorhynchos,15,0.5,marker,12,protein,0.845,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31B,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Smithora naiadum,15,0.5,marker,5,protein,0.917,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,31,31A,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,15,0.5,marker,12,protein,0.947,adult,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., & Neighbors, M. A. (1984). Protein and nitrogen Assimilation as a Factor in Predicting the Seasonal Macroalgal Diet of the Monkeyface Prickleback. Transactions of the American Fisheries Society, 113(3), 388–396. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30H,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Ulva lobata,14.9,annual range ~12.5 to 17.5,marker,2,lipid,0.163,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30D,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,14.9,annual range ~12.5 to 17.5,marker,6,carbohydrate,0.175,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30H,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Ulva lobata,14.9,annual range ~12.5 to 17.5,marker,11,carbohydrate,0.261,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30G,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Acrosiphonia coalita,14.9,annual range ~12.5 to 17.5,marker,4,carbohydrate,0.352,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30F,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Smithora naiadum,14.9,annual range ~12.5 to 17.5,marker,3,carbohydrate,0.38,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30E,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Porphyra perforata,14.9,annual range ~12.5 to 17.5,marker,8,carbohydrate,0.383,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30A,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina canaliculata,14.9,annual range ~12.5 to 17.4,marker,12,carbohydrate,0.395,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30B,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina leptorhynchos,14.9,annual range ~12.5 to 17.5,marker,8,lipid,0.395,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30D,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,14.9,annual range ~12.5 to 17.5,marker,12,lipid,0.449,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30A,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina canaliculata,14.9,annual range ~12.5 to 17.5,marker,5,lipid,0.472,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30E,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Porphyra perforata,14.9,annual range ~12.5 to 17.5,marker,1,lipid,0.5,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30B,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina leptorhynchos,14.9,annual range ~12.5 to 17.5,marker,12,carbohydrate,0.504,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30C,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,14.9,annual range ~12.5 to 17.5,marker,12,lipid,0.589,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Cebidichthys_violaceus,30,30C,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,14.9,annual range ~12.5 to 17.5,marker,11,carbohydrate,0.829,juvenile,standard,5.280662431,196.5,100,293,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",Took midpoint of size range for average.,,
Xiphister_mucosus,30,30N,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Smithora naiadum,14.9,annual range ~12.5 to 17.5,marker,3,lipid,0.063,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30O,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Acrosiphonia coalita,14.9,annual range ~12.5 to 17.5,marker,1,carbohydrate,0.105,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30M,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Porphyra perforata,14.9,annual range ~12.5 to 17.5,marker,6,carbohydrate,0.157,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30P,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Ulva lobata,14.9,annual range ~12.5 to 17.5,marker,8,carbohydrate,0.178,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30P,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Ulva lobata,14.9,annual range ~12.5 to 17.5,marker,5,lipid,0.205,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30L,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,14.9,annual range ~12.5 to 17.5,marker,6,carbohydrate,0.237,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30I,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina canaliculata,14.9,annual range ~12.5 to 17.5,marker,12,carbohydrate,0.364,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30I,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina canaliculata,14.9,annual range ~12.5 to 17.5,marker,5,lipid,0.387,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30L,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,14.9,annual range ~12.5 to 17.5,marker,7,lipid,0.616,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30O,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Acrosiphonia coalita,14.9,annual range ~12.5 to 17.5,marker,6,protein,0.686,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30K,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,14.9,annual range ~12.5 to 17.5,marker,12,carbohydrate,0.742,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30M,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Porphyra perforata,14.9,annual range ~12.5 to 17.5,marker,12,protein,0.776,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30K,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,14.9,annual range ~12.5 to 17.5,marker,9,lipid,0.781,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30I,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina canaliculata,14.9,annual range ~12.5 to 17.5,marker,12,protein,0.79,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30K,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Iridaea flaccida,14.9,annual range ~12.5 to 17.5,marker,12,protein,0.877,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30P,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Ulva lobata,14.9,annual range ~12.5 to 17.5,marker,12,protein,0.885,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30J,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Gigartina leptorhynchos,14.9,annual range ~12.5 to 17.5,marker,3,protein,0.969,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30N,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Smithora naiadum,14.9,annual range ~12.5 to 17.5,marker,3,protein,0.978,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Xiphister_mucosus,30,30L,lab,Perciformes,Stichaedae,Xiphister,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,Microcladia coulteri,14.9,annual range ~12.5 to 17.5,marker,7,protein,0.979,juvenile,standard,5.650733254,284.5,137,432,,,,,,,,,"Horn, M. H., Neighbors, M. A., & Murray, S. N. (1986). Herbivore responses to a seasonally fluctuating food supply: Growth potential of two temperate intertidal fishes based on the protein and energy assimilated from their macroalgal diets. Journal of Experimental Marine Biology and Ecology, 103(1–3), 217–234. ",,,
Engraulis_capensis,50,50A,lab,Clupeiformes,Engraulidae,Engraulis,carnivore,-34.1,18.4,Cape Town South Africa,zooplankton,"Copepods, artemia, cladocerans, brachionus",16.2,0.4,marker,,total,0.714,,,4.553876892,95,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",Took midpoint of size range for average.,,
Engraulis_capensis,50,50A,lab,Clupeiformes,Engraulidae,Engraulis,carnivore,-34.1,18.4,Cape Town South Africa,zooplankton,"Copepods, artemia, cladocerans, brachionus",16.2,0.4,marker,,carbon,0.779,,,4.553876892,95,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",Took midpoint of size range for average.,,
Engraulis_capensis,50,50A,lab,Clupeiformes,Engraulidae,Engraulis,carnivore,-34.1,18.4,Cape Town South Africa,zooplankton,"Copepods, artemia, cladocerans, brachionus",16.2,0.4,marker,,nitrogen,0.874,,,4.553876892,95,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",Took midpoint of size range for average.,,
Engraulis_capensis,50,50B,lab,Clupeiformes,Engraulidae,Engraulis,herbivore,-34.1,18.4,Cape Town South Africa,diatoms,Chaetocerus,16.2,0.4,marker,,carbon,0.506,,,4.553876892,95,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",Took midpoint of size range for average.,,
Engraulis_capensis,50,50B,lab,Clupeiformes,Engraulidae,Engraulis,herbivore,-34.1,18.4,Cape Town South Africa,diatoms,Chaetocerus,16.2,0.4,marker,,total,0.713,,,4.553876892,95,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",Took midpoint of size range for average.,,
Engraulis_capensis,50,50B,lab,Clupeiformes,Engraulidae,Engraulis,herbivore,-34.1,18.4,Cape Town South Africa,diatoms,Chaetocerus,16.2,0.4,marker,,nitrogen,0.832,,,4.553876892,95,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",Took midpoint of size range for average.,,
